method,method_display,preprocess_method,preprocess_display,sample,true_vectors,pred_vectors,vector_count_error,engineering_score,line_geometry_score,total_length_score,junction_angle_score,vector_count_score,true_junctions,pred_junctions,pixel_precision_on_preprocessed,pixel_recall_on_preprocessed,pixel_f1_on_preprocessed,pixel_iou_on_preprocessed,pixel_accuracy_on_preprocessed,tp,fp,fn,tn,precision_from_matrix,recall_from_matrix,f1_from_matrix,accuracy_from_matrix,iou_from_matrix,preprocess_kind,raw_stroke_pixels,processed_feature_pixels,opening_radius,closing_radius,erode_radius,dilate_radius,density_radius,distance_decay_px,neighbour_blend,apply_opening,apply_closing,apply_erosion,apply_dilation,apply_skeletonization,internal_skeletonization_applied
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,7,1,1,0,0.5166666666666667,0.0,0.8333333333333334,1.0,1.0,0,0,0.43478260867674856,0.060240963855058796,0.10582010560521822,0.0558659217873974,0.9896850585936896,10,13,156,16205,0.43478260867674856,0.060240963855058796,0.10582010560521822,0.9896850585936896,0.0558659217873974,distance_transform,46,166,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,7,1,1,0,0.51,0.0,0.8,1.0,1.0,0,0,0.18181818180991735,0.08695652173724008,0.11764705838235294,0.062499999999023434,0.9963378906249392,4,18,42,16320,0.18181818180991735,0.08695652173724008,0.11764705838235294,0.9963378906249392,0.062499999999023434,neighbour_context,46,46,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,7,1,1,0,0.49,0.0,0.7,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.997985839843689,0,15,18,16351,0.0,0.0,0.0,0.997985839843689,0.0,skeleton,46,18,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,8,2,2,0,0.7500377358490566,0.52,0.8301886792452831,1.0,1.0,0,0,0.3636363636297521,0.1923076923058432,0.251572326588347,0.1438848920852958,0.9927368164061894,20,35,84,16245,0.3636363636297521,0.1923076923058432,0.251572326588347,0.9927368164061894,0.1438848920852958,binary,104,104,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,8,2,2,0,0.6126544860368389,0.16953522149600578,0.9318181818181819,1.0,1.0,0,0,0.31707317072397384,0.06018518518490655,0.10116731490614543,0.05327868852437181,0.9859008789061898,13,28,203,16140,0.31707317072397384,0.06018518518490655,0.10116731490614543,0.9859008789061898,0.05327868852437181,binary,104,216,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,8,2,1,1,0.42950757575757575,0.04537037037037035,0.5454545454545454,1.0,0.5,0,0,0.2083333333246528,0.0480769230764608,0.07812499969409178,0.04065040650373455,0.9927978515624394,5,19,99,16261,0.2083333333246528,0.0480769230764608,0.07812499969409178,0.9927978515624394,0.04065040650373455,binary,104,104,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,8,2,2,0,0.2142857142857143,0.0,0.5714285714285714,0.0,1.0,0,1,0.3333333333290598,0.1911764705868296,0.24299065374006465,0.1382978723396899,0.9901123046874395,26,52,110,16196,0.3333333333290598,0.1911764705868296,0.24299065374006465,0.9901123046874395,0.1382978723396899,local_density,104,136,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,8,2,1,1,0.45454545454545453,0.0,0.7727272727272727,1.0,0.5,0,0,0.07407407407133058,0.012987012986928656,0.02209944725972956,0.01117318435747948,0.9891967773436896,2,25,152,16205,0.07407407407133058,0.012987012986928656,0.02209944725972956,0.9891967773436896,0.01117318435747948,sobel_edges,104,154,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,8,2,2,0,0.6275932835820895,0.325,0.6567164179104478,1.0,1.0,0,0,0.22058823529087368,0.04518072289143018,0.07499999971742499,0.03896103896093776,0.9774169921874403,15,53,317,15999,0.22058823529087368,0.04518072289143018,0.07499999971742499,0.9774169921874403,0.03896103896093776,distance_transform,104,332,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,8,2,1,1,0.5997474747474747,0.4135802469135802,0.5681818181818181,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0.9920654296874394,0,26,104,16254,0.0,0.0,0.0,0.9920654296874394,0.0,neighbour_context,104,104,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,8,2,1,1,0.4296858288770053,0.10637254901960783,0.40909090909090906,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0.9962768554686892,0,17,44,16323,0.0,0.0,0.0,0.9962768554686892,0.0,skeleton,104,44,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,9,2,2,0,0.22413793103448276,0.0,0.6206896551724138,0.0,1.0,0,1,0.0,0.0,0.0,0.0,0.9847412109374398,0,78,172,16134,0.0,0.0,0.0,0.9847412109374398,0.0,binary,172,172,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,9,2,2,0,0.5440344744455159,0.03774509803921566,0.8852459016393442,1.0,1.0,0,0,0.2931034482708086,0.05448717948700485,0.09189189162702702,0.04815864022649247,0.9794921874999402,17,41,295,16031,0.2931034482708086,0.05448717948700485,0.09189189162702702,0.9794921874999402,0.04815864022649247,binary,172,312,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,9,2,1,1,0.46946350762527234,0.07205882352941176,0.6851851851851851,1.0,0.5,0,0,0.06896551723900118,0.011627906976676582,0.019900497265315217,0.010050251256230904,0.9879760742186897,2,27,170,16185,0.06896551723900118,0.011627906976676582,0.019900497265315217,0.9879760742186897,0.010050251256230904,binary,172,172,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,9,2,3,1,0.30905303030303033,0.175,0.8181818181818181,0.0,0.6666666666666667,0,1,0.1864406779629417,0.04044117647043956,0.06646525650423052,0.03437499999989258,0.98114013671869,11,48,261,16064,0.1864406779629417,0.04044117647043956,0.06646525650423052,0.98114013671869,0.03437499999989258,local_density,172,272,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,9,2,1,1,0.5,0.0,1.0,1.0,0.5,0,0,0.18518518518175583,0.04237288135575266,0.06896551693783592,0.03571428571415816,0.9835205078124399,10,44,226,16104,0.18518518518175583,0.04237288135575266,0.06896551693783592,0.9835205078124399,0.03571428571415816,sobel_edges,172,236,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,9,2,2,0,0.5624568965517242,0.058333333333333334,0.9310344827586207,1.0,1.0,0,0,0.5614035087620807,0.07079646017683452,0.12573673850395825,0.06708595387826607,0.9728393554686906,32,25,420,15907,0.5614035087620807,0.07079646017683452,0.12573673850395825,0.9728393554686906,0.06708595387826607,distance_transform,172,452,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,9,2,2,0,0.6666203703703704,0.325,0.8518518518518519,1.0,1.0,0,0,0.06382978723268448,0.017441860465014874,0.02739725993661517,0.013888888888824589,0.9869995117186897,3,44,169,16168,0.06382978723268448,0.017441860465014874,0.02739725993661517,0.9869995117186897,0.013888888888824589,neighbour_context,172,172,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,9,2,2,0,0.5136363636363637,0.0,0.8181818181818181,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9929199218749394,0,64,52,16268,0.0,0.0,0.0,0.9929199218749394,0.0,skeleton,172,52,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,10,1,1,0,0.42200000000000004,0.0,0.36,1.0,1.0,0,0,0.22222222219753085,0.07692307692011835,0.11428571389714286,0.06060606060422406,0.998107910156189,2,7,24,16351,0.22222222219753085,0.07692307692011835,0.11428571389714286,0.998107910156189,0.06060606060422406,binary,26,26,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,10,1,1,0,0.494,0.0,0.72,1.0,1.0,0,0,0.7368421052243768,0.16666666666468252,0.2718446598880196,0.1573033707847494,0.9954223632811893,14,5,70,16295,0.7368421052243768,0.16666666666468252,0.2718446598880196,0.9954223632811893,0.1573033707847494,binary,26,84,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,10,1,1,0,0.518,0.0,0.84,1.0,1.0,0,0,0.272727272714876,0.23076923076035502,0.24999999949305557,0.14285714285374151,0.997802734374939,6,16,20,16342,0.272727272714876,0.23076923076035502,0.24999999949305557,0.997802734374939,0.14285714285374151,binary,26,26,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,10,1,2,1,0.4612903225806451,0.0,0.8064516129032258,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0.9902343749999395,0,30,130,16224,0.0,0.0,0.0,0.9902343749999395,0.0,local_density,26,130,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,10,1,1,0,0.43799999999999994,0.0,0.43999999999999995,1.0,1.0,0,0,0.49999999995833333,0.11538461538239646,0.18749999968945313,0.10344827586028538,0.9968261718749392,6,6,46,16326,0.49999999995833333,0.11538461538239646,0.18749999968945313,0.9968261718749392,0.10344827586028538,sobel_edges,26,56,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,10,1,1,0,0.7625000000000001,0.65,0.6,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9901123046874395,0,16,146,16222,0.0,0.0,0.0,0.9901123046874395,0.0,distance_transform,26,146,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,10,1,1,0,0.7545000000000001,0.65,0.56,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.997497558593689,0,15,26,16343,0.0,0.0,0.0,0.997497558593689,0.0,neighbour_context,26,26,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,10,1,1,0,0.47,0.0,0.6,1.0,1.0,0,0,0.19999999998666668,0.11538461538017751,0.14634146294348602,0.07894736841897508,0.997863769531189,3,12,23,16346,0.19999999998666668,0.11538461538017751,0.14634146294348602,0.997863769531189,0.07894736841897508,skeleton,26,26,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,11,2,2,0,0.5290891304347826,0.056642512077294684,0.768,1.0,1.0,0,0,0.06741573033632117,0.015584415584375106,0.025316455391078716,0.012820512820485427,0.9718017578124407,6,83,379,15916,0.06741573033632117,0.015584415584375106,0.025316455391078716,0.9718017578124407,0.012820512820485427,binary,385,385,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,11,2,2,0,0.5574978260869565,0.07355072463768116,0.872,1.0,1.0,0,0,0.2897196261655166,0.04704097116836564,0.08093994754011889,0.04217687074824194,0.9570312499999416,31,76,628,15649,0.2897196261655166,0.04704097116836564,0.08093994754011889,0.9570312499999416,0.04217687074824194,binary,385,659,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,11,2,2,0,0.6596902173913043,0.26153381642512075,0.96,1.0,1.0,0,0,0.06956521739069943,0.020671834625269583,0.0318725096068237,0.016194331983772885,0.9703369140624407,8,107,379,15890,0.06956521739069943,0.020671834625269583,0.0318725096068237,0.9703369140624407,0.016194331983772885,binary,385,387,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,11,2,2,0,0.6044380434782609,0.1600845410628019,0.912,1.0,1.0,0,0,0.1199999999988,0.019323671497553423,0.033287101009254756,0.016925246826492348,0.9574584960936915,12,88,609,15675,0.1199999999988,0.019323671497553423,0.033287101009254756,0.9574584960936915,0.016925246826492348,local_density,385,621,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,11,2,2,0,0.55605,0.09166666666666666,0.8240000000000001,1.0,1.0,0,0,0.2399999999976,0.04660194174748233,0.07804878021522639,0.04060913705576885,0.965393066406191,24,76,491,15793,0.2399999999976,0.04660194174748233,0.07804878021522639,0.965393066406191,0.04060913705576885,sobel_edges,385,515,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,11,2,2,0,0.6246217391304348,0.19782608695652176,0.928,1.0,1.0,0,0,0.5765765765713822,0.0690399137000334,0.12331406531935768,0.06570841889110297,0.9444580078124424,64,47,863,15410,0.5765765765713822,0.0690399137000334,0.12331406531935768,0.9444580078124424,0.06570841889110297,distance_transform,385,927,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,11,2,2,0,0.762325,0.48250000000000004,0.976,1.0,1.0,0,0,0.04918032786844934,0.015584415584375106,0.023668638687705468,0.011976047904167713,0.9697875976561908,6,116,379,15883,0.04918032786844934,0.015584415584375106,0.023668638687705468,0.9697875976561908,0.011976047904167713,neighbour_context,385,385,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,11,2,2,0,0.570225,0.11249999999999998,0.848,1.0,1.0,0,0,0.02912621359195023,0.023809523809334845,0.026200872867260357,0.013274336283127105,0.9863891601561897,3,100,123,16158,0.02912621359195023,0.023809523809334845,0.026200872867260357,0.9863891601561897,0.013274336283127105,skeleton,385,126,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,12,1,1,0,0.43947368421052635,0.0,0.4473684210526315,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9916381835936895,0,18,119,16247,0.0,0.0,0.0,0.9916381835936895,0.0,binary,119,119,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,12,1,1,0,0.6688157894736843,0.65,0.13157894736842102,1.0,1.0,0,0,0.9999999998333333,0.028436018957211207,0.05529953911622672,0.028436018957211207,0.9874877929686897,6,0,205,16173,0.9999999998333333,0.028436018957211207,0.05529953911622672,0.9874877929686897,0.028436018957211207,binary,119,211,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,12,1,1,0,0.5460862913096696,0.04298245614035089,0.8837209302325582,1.0,1.0,0,0,0.4999999999886364,0.18487394957827835,0.2699386499092928,0.15602836879321966,0.9927368164061894,22,22,97,16243,0.4999999999886364,0.18487394957827835,0.2699386499092928,0.9927368164061894,0.15602836879321966,binary,119,119,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,12,1,1,0,0.4815789473684211,0.0,0.6578947368421053,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9868774414061897,0,24,191,16169,0.0,0.0,0.0,0.9868774414061897,0.0,local_density,119,191,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,12,1,1,0,0.5184210526315789,0.0,0.8421052631578947,1.0,1.0,0,0,0.43749999998632816,0.0864197530858863,0.14432989663024764,0.07777777777734568,0.9898681640624396,14,18,148,16204,0.43749999998632816,0.0864197530858863,0.14432989663024764,0.9898681640624396,0.07777777777734568,sobel_edges,119,162,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,12,1,1,0,0.6099711168164313,0.16578947368421051,0.926829268292683,1.0,1.0,0,0,0.6097560975461036,0.08250825082481021,0.14534883699849582,0.07836990595586718,0.98205566406244,25,16,278,16065,0.6097560975461036,0.08250825082481021,0.14534883699849582,0.98205566406244,0.07836990595586718,distance_transform,119,303,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,12,1,1,0,0.883,0.74,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9903564453124395,0,39,119,16226,0.0,0.0,0.0,0.9903564453124395,0.0,neighbour_context,119,119,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,12,1,1,0,0.4078947368421053,0.0,0.2894736842105263,1.0,1.0,0,0,0.16666666665277777,0.054054054052593135,0.08163265268804665,0.04255319148845632,0.9972534179686892,2,10,35,16337,0.16666666665277777,0.054054054052593135,0.08163265268804665,0.9972534179686892,0.04255319148845632,skeleton,119,37,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
